Text,Toxic/Not Toxic
@berrynawal الله محيي أصلك يا نوال,0
@yumnafawaz ما حدا غيرك وغير لمتلك لشيطنو الثورة! كنّا اول كم يوم ميتين نكون بلبنان وننزل بس هلأ انكشفت كل النوايا… https://t.co/zstb8M0n8U,0
"@DimaSadek حقيرة وكذابة على وزن حلوة وكذابة .....
متعجرفة ....",1
@yumnafawaz ليه يا ناقصة مابتطلبي صور فيديوهات لحواجز القوات والكتائب,1
"@DimaSadek #ديما_الشرشوحة
#الشرشوحة_ديما",1
@HoseinMortada ايه ورسالة نانسي السبع بنقل ما يجري ابشع من الاشكال,0
"@ismail__ismail اذا انت واعي بس نانسي السبع ومحطتها لا زالت تؤجج الفتنة 
وفي نابلس مش بمستواك يعني بينلعب عليهن 
ال… https://t.co/ueQzMqCBYW",0
@DimaSadek موتي عوي قد ما بدك #ديما_الوطية,1
"@DimaSadek شو هل شرشوحة لزبالة انت 
قابرك السيد جايب اجل أمك.
سرمايتو العتيقة انضف من وجك 
�",1
@DimaSadek ديما خفيا شوي شجعيون يفيئو و يجو معنى ما بئى تستفزيون,0
"@DimaSadek ماشالله كلكم طلعتوا ممولين و مرتاحين على وضعكم لكن شو بدكم بهيدي الثورة..
و انتي لحتى ما انساكي يلعن شرفك بكعب صرمايتي..",1
@DimaSadek علم الحزب يا فهمانه ما حطوا لانه عم يحكي وطنيا ومشان ماحدا متلك يعترض. اذا حطوا بتعترضي واذا ما حطوا كمان بتعترضي.,0
@DimaSadek عودة الى الوطن,0
@DimaSadek سدي نيعك يا ديما صادق .,1
@OmarAOkde @alizein21 @DimaSadek واطية شو بدك بالحكي�,1
@DimaSadek موتي يا مريضة بغيظك,1
"@DimaSadek حرية يا عزيزتي
انا حر قول يللي بدي اياه ضمن القوانين
بدك تتحملي اختلاف الرأي",0
@DimaSadek بعدين طلعتي على.  المسرح صار بدك تحديد من اشرف مين لاء ولووو كبراني الخسة كتير,0
@ritachebib41 @DimaSadek يطعمرك انت وياه وتيارو صحي مبروك باي باي عهد ����,1
@DimaSadek @LBCI_NEWS @JeanFeghali كل الحب وكل الاحترام وكل الصدق من تلك الكلمات الناطقة فهي تَهزُّ الجبال بصدقها و… https://t.co/0Jo33VVsTN,0
@DimaSadek هيدي الدوله العفيفه الشريفه متلك يا طاهره,1
@Jessicaazar دخلك انتي تزوجتي كرمال نقلك مبروك؟,0
"@NadimKoteich @DimaSadek ههههههههه
كلك عقل انت وياها 
يا شاطر انت وياها من صبيان السفارات
بمشيكم الريال",0
@raniagmailcom1 @DimaSadek صباح المودة والمحبة صباح الامل,0
@kurdi_fidele @yumnafawaz وبالطبيعي في كبش فدا,0
"@yumnafawaz انت مين بسوقك؟ علفك مين بيدفع حقه
صحافة مأجورة",1
@DimaSadek @washingtonpost @elopezgross #ديما_الواطية شرشوحة السياسيين الفاسدين الناهبين,1
@Leila1H @assia_m @yumnafawaz يخرب ذوقك شو ذكية، ناطرينك بهوليوود,0
"@DimaSadek غشيمة. الظاهر مكنتي مركزي بكلامو منيح.
#سيد_العشق",1
"@DimaSadek ممن ؟؟؟ (اسما كلن) ...ليش عم ترجفي انتي وعم تنزلي التويت ؟ � 
#آه_يا_هبيلة
#ديما_الواطية",1
"ضبّوا بنت الكلب الصهيونية #ديما_الواطية
@DimaSadek",1
"@yumnafawaz @saadhariri لن يحصل يمنى
كوني على ثقة",0
@yumnafawaz انت لو بتضلك بشغلك وبتخففي لعي بيكون أحسن العما على التفاهة,1
@DimaSadek عطيهن من دمك السميك يا عاهرة,1
@yumnafawaz واللي سكر الطريق وكان مع التسكير يسكر شراين قلبو وانتي معوه يمنه الفاشلة والمأجورة سعرك معروف بكم,1
@DimaSadek ولك حاج تدجلي لعما بقلبك شو مسطولة,1
"ما حدا يلوم ديما صادق، لأن إذا ما حكت عن صرماية السيد بتتشردق ب سمها و بتموت
@DimaSadek
#ديما_الواطية",1
@yumnafawaz وانا وأرفع دعوة عليك وعلى قناة الفتنة بالتحريض على قطع الطرق أمام المواطنين اللبنانيين .,0
@berrynawal تستهلي لأنك كلبه,1
@yumnafawaz لو بتعيريناسكوتك. مين أنت تتمسخري عالرئيس   مفكرة حالك مهضومة؟,1
@DimaSadek يعني انو فيديو حدا بيعملو بهالطريقة انو خلص يعني انو ما في سفارات بكل الاحوال رأيكم ونحترمه بس عم تتعبو حالكن,0
@yumnafawaz برافو يمنى.. هذه استراحة محارب,0
@DimaSadek اوقح البشر انت,1
@berrynawal وانتي اكتر اعلامية موضوعية وحيادية بتوصلي رسالتك بكل اماني،منحبك نوال,0
@yumnafawaz احترمي حالك يا حيوانة,1
"@nasiro13182237 @DimaSadek الله يرحم امها كانت معلمة ثانوي
10/10
ممثلة جيدة",0
@DimaSadek شو رأيك تحملي مسطرة وتضربينا ديدي وتعلمينا شو نحكي �، نحنا بنحكي عذوقنا من دون ما تيجينا اوراق مطبوعة من… https://t.co/mlNCaQTJcn,1
@DimaSadek وحده واطيه كيف بدنا نصدقها,1
"@yumnafawaz بس فعلا مظاهرة ضخمة ببعبدا
الاحتفال بدا والحشود لا زالت على الطريق",0
نانسي السبع كركوبة.,1
"@DimaSadek 

ديما كل الاحرار بيحبوكي",0
@DimaSadek يا حقيرة سلاح عن سلاح بيفرق يعني سلاح بيقتل على الهوية وسلاح بدافع عن كل هوية �,1
@yumnafawaz احقر منك ما في يا سعدانة,1
@Jessicaazar كلام منطقي وصحيح السلطةبجميع اركانها عصابة حرمية يتقاسمون قالب. الحلوى سويا.  يسعد. مساك جسيكا، لا ترحمى احدا.,0
@yumnafawaz بتقدري تقري حضرتك بدون ولا غلطة؟,0
@berrynawal أنشالله رصاصة بقالبك,1
@joellebouyounes من شو حضرتك غير مطمئنة؟ ���,0
"@Zaynab1298 @DimaSadek من ريفي مباشر اليكم يا اهل النبطية بصوت ديما الليلة ..
ترقبو غدا نشيد الثورة ديو  فضل شاكر و ديما",0
@yumnafawaz يا عيب الشوم انت خرجك تكوني بزريبة خنازير و تحكي اعلام.وقحة واطية عاهرة اعلامية صرماية كركمة كمخة زبالة حقودة عميا,1
"@DimaSadek حرية تعبير يا شاطرة..
أو هدول الشباب ما بحقلون يعبروا عن رأين",0
@DimaSadek انت كلبة وبتسوي صرماية يا عاهرة يا حيوانة,1
@NicoleHajal ♥️ وانت اعلامية نضيفة,0
@joellebouyounes @adelkaram9 بعد حلقة بيت الكل برهنتي للجميع إنك شخص محترم. الله ومار شربل يحموكي يا أحلى جويل.,0
@DimaSadek نورتي الدار اهلا وسهلا فيكي @ Dimasadek,0
"@DimaSadek @LbciLebanon @LBCI_NEWS @JeanFeghali انتبهي من كتر النفخ
رح يفقعوا خدودك",1
@DimaSadek يا عمي ديما صادق بدها تنشهر و صدقوني لما انتشر هاشتاغ الواطية ديما، ديما كتير كانت مبسوطة انو هي تريند.… https://t.co/J2ZlEEPQrz,1
@yumnafawaz @rayaelhassan بلكي لان واعدي حالا برئاسة حكومه؟!,0
@DimaSadek @LBCI_NEWS انتٍ كتير شاطرة بتييض الوج ☻�☻,0
@DimaSadek شكرا عالصورة الحلوه، اجمل صورة بالتاريخ,0
@DimaSadek بصراحة بلشنا نشك إنك جزء من الثورة كونك دايما بتحرفي الأنظار عن المطلب الحقيقي,0
@NicoleHajal @DimaSadek ماشالله عليك شو غبية.,1
@DimaSadek مبسوطة بالفوضى اللي عم تصير ؟ اللي معو مصاري  وعايش بنعيم وقت اللي بتتأزم بحط حالو بالطيارة وبفل  اللي م… https://t.co/M5Hi45Obuj,0
@rabihdamaj @DimaSadek @FaresHalabi شو بدو يقول غير هيك؟؟ ما شاطرين الا بتخوين العالم، هني الشرفا الوحيدين بالكون,0
@DimaSadek لك احترامي على شجاعتك اتجاه الحرية,0
@ramezelkadi والله أحلى نكتة هي! قلتلي لو كان يعلم! ما عاساس هو مش تابعين للحزب (هيك قالت نانسي السبع، زميلتك ما حد… https://t.co/LJGMT3CFD9,0
@yumnafawaz عقبال القتلة الجاية ههههه,1
"@DimaSadek يا ريت تنشريلنا رقمك
 
لنتسلى عليكي بالتفلون",1
@DimaSadek روحي ضبي حالك  تاريخك معروف شو ومين يلي عم يخليك تعوي عوي بمطرح تاني يا زبالي,1
@DimaSadek #ديما_الوطية هيدا انتصار يا غشيمة فلننتظر,1
@DimaSadek ما تنسي أنك شرشوحة كمان يا حمالة الحطب  والله ما تضلك تنبحي متل الكلبة مش رح يلكشك بصباتة ويجيب اسمك على تمه لو بتموتي ������,1
@DimaSadek كل يوم إثبات جديد على مصداقيتك...,0
@goemardo وبرافووو نانسي السبع,0
@NicoleHajal هاي لقينا قائدة للثورة,0
@DimaSadek انقعي حفاض رجال كبير بالسن عاملها تحته! مرتين باليوم الصبح على الريق وقبل النوم وبتتحسن حالتك يا تشي غيفارا يا ثورجية انت!,1
"@yumnafawaz ليكو أم نص لسان عم تتطاول على الرئيس.
روحي انضبي يا تافهة.",1
"@DimaSadek الله يقويكي 
Dima
هذه أنفس مريضة وعلاجها صعب",0
@DimaSadek هههههه ابكي بترتاحي يا بايب وحيضل شوكة بعينك انقبري روحي انضبي يا  #واطية,1
@DimaSadek عندما يكون الخطاب حزبوي يضع علم حزب الله وعندما يكون وطني يضع علم لبنان يا مثقفة يا متعلمة يا عاهرة الاعلام,1
@abirmmmm @DimaSadek شيلي علم لبنان وحطي صورة زعيمك يلي جوعك أشرفلك ، أنا لبناني حر ولست تابع لأحد.,0
@DimaSadek اهلا وسهلا فيكي بطرابلس,0
@ANTOUN2222 @DimaSadek @EddeRoger معاشنا بخلص بنص الشهر..ونازلين ليتظاهرو لأن ما في مصاري وما في شغل..وآخر شي بقولو… https://t.co/90di0nqxHA,0
@DimaSadek منرجع منقلك بتنقبري بتقولي سماحة السيد,1
"@yumnafawaz انت اعرفي قولي جملة واحدة بلا ما تقرطي الأحرف بلسانك،
ارجعي قولي ع غيرك اذا فيه يقول خطاب او لأ.
ألقى خ… https://t.co/Pb3lkIVnB2",0
@NicoleHajal @LbciLebanon يعطيكي الف عافية.. وصلت,0
@DimaSadek من طرابلس الكرامة و الشرف من ساحة الشرف ساحة النور الف تحية  لك ديما صادق @DimaSadek و الى ثوار بيروت في… https://t.co/ztkz2dRzRC,0
@NicoleHajal انتبهي لحالك روح قلبي نيقول,0
@yumnafawaz @4zahri من وين معلوماتك تانت يمنى ؟,0
@SouhadElias @yumnafawaz @dianamoukalled شوفيلي دخلك هيدا من القوات � https://t.co/WpBoVhwbFD,0
@bayan2sy @DimaSadek لا حبي هيك مكتوب مو لانو جاي عبالنا صفيحة�,0
@berrynawal هوي اقل شي البزقه بوجك والصباط ضيعانو فيكي ولازم ينعمل حلي لهي البنات المشلفة بكفي بقا,1
@Abbass_hodroj @DimaSadek @washingtonpost @elopezgross هي وحده عميله صغيرة بتروح دعوسة,1
@Jessicaazar ست جسيكا فيكي تخبرينا كيف كان ترشيحك للمجلس النيابة وبأي لائحة ... يعني ما تحكي بكسر حواجز الطائفية .ب… https://t.co/L5WiHgfvKR,0
"@CharlyTweetin ����
الليلة بدّي احضر @yumnafawaz عم تحلل المظاهرات بفيلم Argo يللي مثل فيه جيمس دين وجيرارد دوبارديو",0
@DimaSadek ذكاء فادح ديعانك بهل بلد,0
@DimaSadek الجماعة ما عندن شي غير المسبات افلاسهن ما رح يرهبنا واكيد ما رح يرهبك,0
"@DimaSadek خبريني شو عملتي بحالك بش لحتى تغيرتي 
@yumnafawaz https://t.co/FOwkOg42lv",0
@ballootsindyan @DimaSadek عيب تحكو ع يلي سرق البلد,0
@DimaSadek اي روحي رقصيلن,1
@joellebouyounes @adelkaram9 انت كمان بتفرضي الاحترام، وليه بيسترجي بعد الوقفات الجريئة بين المعتصمين الوقحين يللي كنت قدهم,0
@joellebouyounes بطلة وخليكي هيك وما يهمك حدا ،العدرا معك,0
@DimaSadek دمدوم يا ريت حضرتي ماتش برشلونة كنت غيرتي جو شوي بعد جو الثورة.,0
@DimaSadek انتي متاكدة انك ما نجحتي بالواسطة ؟,1
"@yumnafawaz @berrynawal منحب نعرف مشروعك
كونك عبقرية ومن قيادة الثورة
وما كتبت الكلمة التانية لقيادة بتعرفيها
احسن… https://t.co/H40UuSQvX7",0
@yumnafawaz @saadhariri طيب عالقليلة تزبط معك شي خبرية وحدة شي يوم! https://t.co/65dP6fON2A,0
@DimaSadek واطية وطرشا كمان � #ديما_الواطية,1
@joellebouyounes الله يحميها من ولاد الحرام وهولا معروفين الخوات اكيد اكيد اكيد,0
RT @HananeKhalife: تحية تقدير للاعلامية نانسي السبع لموقفها الوطني في اشكال رياض الصلح.,0
@DimaSadek حلمك ما رح يتحقق يا خاينة,1
@DimaSadek يا ريتك كنتي بالنبطية كان على بالي تجي شي عصاية على راسك لترتاح العالم من قرفك ��,1
RT @P_khaledkhoder: @baselhajar34 @DimaSadek ديما صادق وجه التفائل  #كلنا_ديما_صادق,0
@DimaSadek ألف تحية لك ولهذه الثورة المجيدة كلن يعني كلن وأنتي اشرف منن افضحي أفعالهم لم يعد لديهم شيئ ليقولونه سوى… https://t.co/kw05BjNtCf,0
@samarabukhalil لن اقول للاسف بعدما اعتبرت لمدة عشرين عام ان الجديد المنبر الإعلامي الحر الاول والاخير على الساحة ا… https://t.co/GsQERIrke2,0
@DimaSadek العمى بقلبك شو عا.......  شسع نعل سماحته اشرف من راسك يا #ديما_الساقطة,1
@DimaSadek وحشة ما بينخاف عليكِ,0
@DimaSadek سكري حلقك وخرسي ��,1
@DimaSadek وهيدي بتنعش ذاكرتك اكثر يا #ديما_الواطيه,1
@DimaSadek تلحسي بعضك هلا صار الحريري هو سبب الخراب في لبنان مهو مش عارف الله وين حاطه,1
@DimaSadek ديما .... انتي مشكلك مع جبران باسيل ...او بتقولي كلن يعني كلن ...و نبيه بري واحد منن ؟؟,0
@Jessicaazar انت يا وسخة عم تحكي؟ بخري تمك قبل ما تجيبي سيرة رئيس الجمهورية على لسانك يا وسخة رَوحي انضبي احسنلك,1
"@NicoleHajal @LbciLebanon شكرا 
تقرير ممتاز، من القلب والروح
لا بد أن يعزل المتاجرون ببضاعة الطائفية ومحازيبها
ليتح… https://t.co/u09R6jA9ra",0
@berrynawal يقطع عمرك شو حمارة,1
@DimaSadek مش الشعب يا دابة هيدا معلمك الاميركي يا واطية بعدو هيدا صرمايتو على راسك يا بنت الحرام,1
"RT @Salam39748397: @DimaSadek #السيد_نصر_الله_ثقتنا 
من دمشق الياسمين وعاصمة أسد العرين وقلب العروبة النابض تحية لشعب المقاومة و سيد الوعد…",0
"@Jessicaazar كلي خرا ما تجيلي سيرة رءيس الجمهورية يا 
كلبة مسعورة
يلعن شكلك وشكل معلمك مشكلتك سعرك وطي ما بقى بتجيبي سعر",1
"@yumnafawaz أحسنت قائدة الثوره 
اللهم ثورة تنقذ وطن",0
@NicoleHajal صحفية فاشلة,1
@Jessicaazar قناعك سقط,0
"@yumnafawaz يلّي معتبري حالك اعلامية 
هيدول مديرية مخابرات الجيش الللبناني 
لابسين جولايات عليها مديرية المخابرات… https://t.co/QNRLaJ5d8H",0
@DimaSadek يلعن شكلك ما ابشعك,1
@HassaniehL @DimaSadek ولا مرة استعملت مسبة او كلمة نابية، انا عم دافع عنا لانا #راقية. ومع انو مشدايماً بوافقها عل… https://t.co/Jh1C8QuqSa,0
RT @saharsouss: نانسي السبع قد ما تحمست طلع معها انن مسلحين,0
@DimaSadek انشالله يقبر قلبك وجمهوره يخروا عليك,1
@DimaSadek #حبيبة_قلبي_ديما_صادق,0
@abuliss @DimaSadek @VhlNclEWo9gqYWz صح برايفت لما بتكون عندي ، والحمدلله الشهرة اللي بتكون بـ هيك اساليب اكيد ما ب… https://t.co/O6FsCCvxGr,0
@yumnafawaz بسيطة منشوفك الاحد....,0
@DimaSadek أين التغطية الإعلامية لساحة النور الآن؟؟؟,0
@DimaSadek ديما الواطية انت؟؟؟ او ديما صادق ؟؟؟ يا عمي بطلنا نعرف شو عيلتك؟؟؟ بس أكّدولي انك ديما الواطية,1
@DimaSadek قال لا نؤيد ..جبل بعبدا لن يسقط يا هبلة,1
RT @ZeaiterHussein2: @DimaSadek اجحش خلق الله انت يا ديما الواطية  ؟,1
@DimaSadek يا اخوان كل ما ضاق الخناق على رقاب المرتشين وصغار النفوس والعملاء ستسمعون صريخهم يعلو وأخطائهم تزيد ،هذا طبيعي ،خلوها,0
@DimaSadek انو انتي المعك مصاري، وانو انتي الكول وعم تقوليلنا انك موضوعية هيدا هدف التويت...,0
@DimaSadek يا حقيرة يا واطية يا ديما تفه عليكي بنص وجك...جايي الدعوة القضائية بحقك جايي الايام بيناتنا,1
"@DimaSadek هههههه دخيل جمالك انتي.. منظر بلا مضمون
#تافهة",1
"@DimaSadek Hahahaha 
Hahahaha 
Hahahaha 
موتنيني من الضحك",0
@DimaSadek السيد حسن يا عاهرة!!,1
@NajemArze @AkikiJoyce @berrynawal @yumnafawaz @nakhleodaime @dargham يسعدلي صباحك يا ست الستات,0
@DimaSadek طلعت ديما كاشفة الامور كلها، كبيرة للدمدوم,0
@yumnafawaz تبارك الله ملا مذيعة.... هيدي نهاية مشتراة الشهادات��‍♀️ النتيجة تجي عالشكل الآتي��‍♀️,0
@DimaSadek العمى بقلبك  أكثر   من هيك وقاحة ما في   السيد أشرف من كل يلي عم تقبضي  منهم,1
@LBCI_NEWS @DimaSadek لبنان ينتفض ضد لصوص الإعلام ومشوهي الحقيقة قريبا صادق السجن خلينا نشوف جوزك شو لح يعمل https://t.co/oabURNLGaN,0
@DimaSadek ديما كلي هوا بقا انتو مطية لخراب لبنان واذا بقينا بعد الحرب الجاية عايشين منزكر بعض كيف انتو وثورتكن الم… https://t.co/t2F5ikqc4B,1
@berrynawal العمى ما ازنخك,1
@berrynawal شو بيقربك بري�,0
"اول مرة بشوف وحدة مبسوطة بهيك لقب 
@DimaSadek
#ديما_الواطية",1
@DimaSadek انشالله بيقبرك عنجد,1
@DimaSadek @washingtonpost @elopezgross يلعن صباحك و مساكي,1
"@DimaSadek وين انسانيتك مدام تجاه الناس المريضة والناس اللي بتعيش من ورا شغل يومي 
طبعا انت ما بهمك ، مصرياتك بجيبتك",0
@DimaSadek يا حبيبتي لولا نصرالله ما كان في شعب، الله يحمي حامي الشعب❤,0
@Jessicaazar والقوات شو�كأن نزلتي معون بالإنتخابات�,0
@yumnafawaz وصدقناك؟؟والله اخدين هالبلد عالخراب وانتو ادوات ما معكن خبر شي,0
@DimaSadek نتمنى عقلك يرجعلك وتصير تفهمي متل الحمير.,1
@berrynawal يا بريئة,0
@DimaSadek يا ديما غلطتي غلطة عمرك ،الا بيت شمص هاو أشرف  ناس وأشجع ناس اسألي  وليد جنبلاط ،بيقلك ،,0
@DimaSadek تفه تفه تفه عليكي,1
@alex87958352 @Sara01220767 نانسي السبع عالهوا بعد المشكل بشي ٢٠ دقيقة قالت هلأ وصل مسؤول للحزب ومش قادر يسمع صوتو للشباب,0
"@DimaSadek #ديما الواطية ديما الرخيصة ""ديما وقرون بهيما""",1
@DimaSadek انت شغلتك فتن وتحريض ما بتفهمي رياضيات ولا اعلام قعدي بالبيت وسكري الباب عليكِ,1
"@DimaSadek مئة اهلا و سهلا بالحرة 
بتحلا فيكي #طرابلس_عاصمة_الثورة",0
@DimaSadek فيكي تستعيني بثوار سوريا في كتير متل عبد الباسط الساروت مطربك  وبطلك المفضل,0
@slim_w @DimaSadek هالمرة ما رح يلحق يهرب لاببيجاما ولا شي,0
@DimaSadek نشرتي صورة حرق علم حزب الله في طرابلس، بس ما نشرتي البيان يللي اصدره المتظاهرين ضد من حرق العلم وما نشرت… https://t.co/YXIkn47LQT,1
"@DimaSadek سدي بوزك ♥️ و طهري نيعك بس بدك تسمي ""اسمه"" �",1
RT @shuhada_71: @DimaSadek ولي انقلعي من هون شو خصك بالنبطية انت ولك انت شو خصك بلبنان كلو روحي عند اسيادك وريحينا منك,0
@DimaSadek هول تاج راسك يا وسخة,1
"@DimaSadek كنتي 
#ديما_الواطية 
قريبا توقعي شي يناسبك اكتر https://t.co/iQjdNGJjvT",1
"اعلامية بينشاف الحال فيها ... 
اعلامية بيكبر قلب كل لبناني فيها..
حلوة من جوا و من برا .. 
نورتي #جل_الديب… https://t.co/4ZrH3xPIEI",0
"@DimaSadek يعني هوي كل خطاباتو كان علم الحزب وراه؟
عنجد انك تافهة، و مش عارفة شو بدك تردي.
بهالمستوى الفكري ما فيكي… https://t.co/bC0WqKhaXC",1
@Muhanad19788 @memo2211122 @DimaSadek يا حقيرة خربوا البلد بعد يا ولاد الحرام,1
RT @husseinzein15: @yumnafawaz @rayaelhassan يا اما انت بعدك عايشة بالخسة او انت عم تعملي فتنة على كل الحالتين خليكي نايمة احسن,1
@DimaSadek #ديما_الواطية بنت الشوارع,1
@yumnafawaz العمى. السمارت فون اللي ب إيدك اذكى منك.,1
@NicoleHajal ليه مناصريه من وين؟؟؟ من هونولولو؟ اشربي زوم كلسات بترتاحي,0
@DimaSadek ديما خرسي ما خصك بالنبطية نحنا حرين منا ندبح بعض يا وطنية انتي بكيتيني بصراحة طعمرك ما أنجسك,1
@NicoleHajal بالمختصر ومن الآخر انت وحدة عاهرة.,1
@berrynawal انت يا نوال متهورة,0
@berrynawal انضبي ولك,1
@DimaSadek أنتوا احلى عالم ساحة الثورة ب طرابلس بتفرح القلب,0
@DimaSadek فشرتي يا كلبة,1
"شاهد حماس نانسي السبع الزايد
(دخول  مجموعة مسلحة لرياض الصلح )
للمرة الألف الاعلام ٨٠٪ من الحدث انتبهوا شو عم تقولو… https://t.co/xaAOsxUyBV",0
@yumnafawaz بليز لو بتوعي وبتنضج شوي مهنيا قبل ما تحكي,0
@DimaSadek روحي كلي خرا,1
@DimaSadek لك بس فتنه يخرب بيتك مأوسخك وبتنادي بدموقراطيه,1
@berrynawal صايرة متل جمبلاط,0
@NicoleHajal @rayaelhassan شو ناطرة يا بهيمة؟,1
@DimaSadek الله يقويكي يا ديما. والله يعينك على شلة هالبهاييم المتابعين من عصابة حسن زميرة,0
"RT @hussein21041343: مذيعة lbc تناقض تماما ما كانت تنقله زميلتها المتواجدة في قلب الحدث .
@NicoleHajal نيكول : هل تطلبين دعم الناس في وجه ا…",0
@DimaSadek إذا السيد حسن قبلك مسمار بنعلو إيلك الشرف,1
@DimaSadek العمى بقلبك شو حشورة انا شو استفدت من تويت تبعك,1
"@AlJadeed_TV بحب قول ل نانسي السبع كلمتين شباب الحزب ما بيفتروا ع حدا 
#نانسي_السبع 
#قناة_الفتنة",0
"@DimaSadek فرحانة كتير… 
لعلها تكون خيرا https://t.co/v8R9qsQA1U",0
@kwack_b @DimaSadek يا ريت لي ما بيفهم يحكي بالسياسة ما يتفلسف و يخبص ويخلط شعبان برمضان خليها ثورة من دون طائفية ومن دون ذكر جهة سياسية,0
@yumnafawaz حاقدة!! شوفي طبيب نفسي!!,1
@DimaSadek ويدعس على قبرك يا رب,1
@ramezelkadi محطتك ومراسلونكم أكثر من يحرض ويبث الفتنة . ولنا في نانسي السبع أمثولة في الحقد خلال تغطيتها للأحداث .… https://t.co/nHT0HVBRz3,0
@DimaSadek انت قلب وروح الثورة!ما تهكلي الهم منلحق عليهم كلن♥️,0
@Mhamadk95 @alikhodorkh @DimaSadek إذا هل قد مشوقين لمناظر الحرب والدم واشلاء  البشر والدمار  تفضلو في كثير دول بتت… https://t.co/FCnGdmtzRB,0
@yumnafawaz سخيفة تافهة منحطّة,1
@nizar_a_l @DimaSadek @josephinedeeb عمهلك، هيدي ثورة ضد سلطة فاسدة ناهبة وحاكمة وعم تجرب تكون قامعة! مش محاضرة بصا… https://t.co/Ut0cHJW7TG,0
@yumnafawaz @General_Aoun الرئيس فوق راسك وراس يلي متلك بس انت فين يا حلوة خبرينا اذا بتعرفي؟ مضيعينك,1
@AmalFa1 @DimaSadek #ديما_الواطية مش بس واطية غشيمة كمان �,1
@DimaSadek بشفق على زوجك حرام,1
"يلي بحبوكي اكتر بكتيييير
بس واحد همجي صوتو أعلى من عشرة لسانن قصير
@DimaSadek https://t.co/vRsFQLX4N1",0
@DimaSadek اعلامية جهاد النكاح,1
@Ali_haidr1 @DimaSadek ما في اشطر منكن بنقل الاخبار الكاذبة,0
@DimaSadek يلعنك ما أوقحك #بهيمة_من_بلدنا,1
@HassaniehL @DimaSadek ��..اذا ما عملت هيك كيف بدها تكون ديما صادق ..,0
@yumnafawaz وليه انت اذا الله خالقك لا جمال ولا منطق وهيك كيف لو انك أنثى عن جد,1
@PatrickaouadL @melissahelou1 @JudyBorghol_ @joellebouyounes � نخبة الإعلاميات,0
@DimaSadek ديمااااا ما تدحشي انفك بشي ما بيعنيكي النبطية كلها شرف وانتي ما خصك بهل الشي أوكي يا بيبي ��,0
@Jessicaazar للاسف   يا جيسيكا .,0
@DimaSadek لاتكوني مصدقة حالك . قلبك على الحزب الان  . والله ما عندك عيون تشوف اذا طلب يطلعو من الشارع صار هيك كيف لو طلب ينزلو �����,0
RT @Ghada34652167: @NicoleHajal شو عملتوا .....مين قصدك فسريلنا الحريري والسنيورة  وميقاتي الفاسدين اصحابك ولا راح تصويبك عا اتجاه تاني لتق…,0
@DimaSadek روحي انضبي بقى تعودت عاى البهدلة وين امك تربيك,1
@NicoleHajal نيكول في وحدة اسما @MedawarLana فيكي تعرفيلنا شو انفصاما و شو مشكلتها النفسية؟,0
@berrynawal يلا معليش نوال العالم حاقنة وانت قلبك كبير. عموما قتلي بتفوت وما حدا بموت�,1
@aboaleammar1 @NicoleHajal @DimaSadek هيدي الحجلة  مراوغة ومخادعة,1
@yumnafawaz منشورك بيشبهك لا اكتر و لا اقل... وكيف ما بدك تفهميها فهميها,0
@DimaSadek اقعدي عاقلة يا ديما,1
@yumnafawaz @elissakh مسكينه حرام ��,0
"استاذة ديما
انتي امرأة عظيمة .. يسلم الباطن الطاهر اللي خلفك ورباك
اصمدي وكوني كما انتِ بوجه الردود القذرة اللي يرس… https://t.co/lzFzKFZzwl",0
@DimaSadek خطاب وطني يا بهيمة,1
"@HassanK49344138 @DimaSadek هيدا بتعرف الحقيقة
ولكنها تتعمد التضليل",0
"RT @Batoul795: @Sara_zein_ @DimaSadek يا شاطرة إنت وين عايشة؟ ما بتعرفي تقري ولا تعرفي شو صاير بالبلد؟ 
اسمعي يا نوسك وافتحي دينيكي وعينيكي…",1
@hussein26386178 @DimaSadek اكيد كل شخص تعرض بالاذى لاخر لازم يتعاقب,0
@NicoleHajal هههه سخيفة,1
"@yumnafawaz هلق ما تستهبلي
انه اوكي باوب كم فيديو معك حق بالقمت الي صار للمتظاهرين
بس هودي الي هون هني مخابرات الحيش",0
@zTeBUwQfuLXDaCO @KSaghieh @DimaSadek ستتصلب شرايين الثورة الفتية و تتبلور افكارها و ستعي من مع الشعب و من مع ضده و… https://t.co/wdBFrazUzI,0
@DimaSadek @LBCI_NEWS @JeanFeghali حزب الله وأمل والعونيون يتجرعون الان كأس السم الذي طبخوه وكرسوه في 2007عندمًا اف… https://t.co/HCuie1EaU7,0
@joellebouyounes ولاد شارع,0
@AlMayadeenLive شو عم تحكو؟ فعلا اعلام رخيص. متل ما قالت نانسي السبع الصورة كانت اليوم مش بحاجة لكلام كلنا شفنا الز… https://t.co/bdWMdys3D0,0
@DimaSadek كل تضامن معك #كلنا_ديما_صادق,0
@DimaSadek الله يحميكي ديما هذا عميل إيراني لا علاقة له بلبنان الا المتعة و الحشيشة,0
@berrynawal اصبحتي صوت نشاز,0
@yumnafawaz عون تاج لبنان. وكرامته من كرامة لبنان. روحي على بيتك انضبي  وبلا فلسفة,1
"@SamerHusseini4 @yumnafawaz @LebISF @rayaelhassan لازم يتحاسب يللي حكموا من ١٩٩٠
جنبلاط
بري
السنيورة
ميقاتي
وتوابعهم https://t.co/anrpPPWCza",0
