Text,Toxic/Not Toxic
يلعن ابوك على ابو السيد تبعك يا عرص يا خول يا ابن ستين كلب,1
اقسم بالله احنا بيحكمنا شوية خولات ولاد متناكة شوفوا الشعب وصل لايه يا ولاد العرص شوفوا حالنا بقي ازاي لما شوية شواذ سعوديين يتريقوا علينا,1
بنات السعوديه كلهم متناكين,1
‏فخاد انما ايه,0
رسميًا حامل اللقب فرنسا خارج دوري الأمم الأوروبية بعد الخسارة من كرواتيا بهدف لوكا مودريتش,0
‏ماله علاقه بالسن والله ❤️❤️‎,0
"📍بطلة ضربات الترجيح التي تصدت لضربتين ترجيحيتين للمنتخب الغاني العنيد ، حارسة فريق شباب بروسيا مونشن غلادباخ  الألماني """"لويزة الدربالي"""" 👏👏👏👏
",0
"أجمل رسالة من ابنتي الغالية حصة 
أنتي أجمل بنت بالدنيا ❤️
#رساله__حب",0
"أجمل ماقيل في حب الأب:""
لو طغاك الشيب بعيوني صغير البياض ماهو ألا قلبك الكبير🤍",0
"في حُب الأب لبناته، حُكي أن عمرو بن العاص دخل على معاوية وعنده ابنته فقال: من هذه يا معاوية؟ فقال: تفاحة القلب وريحانة العين"". 🍃
",0
"‏‎نسأل الله أن يثبت قلوبنا
جزيت خيراً دكتور رجاء""
الرد بالمنطق والعلم والنص
القرآني والسنة النبوية.. 
والاجتهادات الجماعية",0
"ارتياح كبير جدا في كل الاوساط الشعبية المغربية بعد انطلاق حملة في السعودية تدعوا شاربي بول البعير وحاملي الفكر الوهابي الداعشي لعدم زيارة المغرب العظيم.
لأول مرة يتفق الشعب المغربي مع قرار اتخذه ال قريش
#مقاطعة_المغرب_واجب",1
‏‎ناقصات عقل والله,1
"‏ربنا يستر بس كلمة ""انا اسف ليك"" بتستفزني جدا، اللي هو حضرتك ديه ترجمة حرفية متاخدة من افلام بثقافة مختلفة تماما...مالها مثلا ربنا يقويك  ولا ربنا معاك ولا حتي ""معلش"" ياخي..انما انا  اسف ليك، بجد ؟ ليه يعني ؟ انت غلط فيا يعني عشان تتاسفلي ولا كان بايديك حاجة تعملها ومعملتهاش يعني!",0
البغل العربي قاعد يدافع عن روسيا بالعند في أمريكا ويقولك أصل روسيا بتدافع عن أمنها القومي، والحقيقة إن حكومة روسيا من 2014 كانت عمالة تدعم الحركات الانفصالية في دونباس بالسلاح وخلوها حرب أهلية هناك فشخوا بيها البلد حرفيا، ارجع يا عربي يا متناك مص زبر حكومتك وانت ساكت,1
سراقين حراميه,1
غا صبرو يفوت هادشي غنحيد الكونت من عند الزامل بوكم #جواز_التلقيح,1
"🛑 بالفترة الأخيرة اكتشفت مواقع وتطبيقات مجانيه واستغربت انها مجانيه من كثر فايدتها، والله تستحق ٣٠$ عالاقل، استفدت منها كثير♥️

- راح أحطها لكم تحت هذي التغريده، تابعوا الثريد 👇",0
"إشتري من أمريكا و استلم في مصر
",0
‏البنك المركزي الكويتي زاد ربع تقطة,0
"أسباب الكبت الجنسي عند المسلمين
",1
الله يشل ايديكم ويحرمكم النعمه,1
"وزير الشؤون الإسلامية :

تقنية حديثة تمكن من تغيير الهواء في المساجد خلال 20 دقيقة.. وأنفقنا أكثر من 90 مليون ريال على المشاريع في المشاعر المقدسة. #صهيلنا",0
لم اجد ناجحا متميزا الاوقد تحدته الحياة بانكساراتها وخيباتها وصعوبتها مرات وكرّات وجعلته يخوض في حروبها وصراعتها سنين وازمنة لتصنع منه بعد طول صراع وطول انتظار ذاك الانسان العظيم الذي لم يستسلم لها ولم يمِل ولم يكِل طرق الابواب حتى الانتصار!وهنا حقيقة، تكمن سعادة ونشوة النجاح👌🏻💫,0
"رئيس الوزراء يتابع مع وزير الاتصالات جهود الإصلاحات الهيكلية لتنمية الشركات الناشئة في قطاع الاتصالات وتكنولوجيا المعلومات
",0
"عاشقينك..

شايفينك قصةٍ ..
في بيت طين

عن غلا التاريخ ..
وأهل الأولين

تمرةٍ من نجد
وفنجال قهوة 

ومع دخون العود..
ياخذنا الحنين

عاشقينك..
من براري حايل وشبّة غضاه

عاشقينك..
من سهر جده وبحرها في مساه

وعاشقينك!",0
هذول يهود جيبو سيرتهم سبو عليهم يلا اتحفونا ولا انها لا ثورة حتى النصر على الشعب,1
"إدارة البحث والتحري بـ #شرطة_الرياض تطيح بيمني مخالف لنظام الإقامة يقوم بتزوير وبيع تصاريح #حج1443 .
#أخبار #تم_القبض #عاجل #السعودية",0
"قلتُ: هذه الآية الجامعةُ الفاذّةُ المباركةُ:
((فَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ خَيْرًا يَرَهُ))
",0
"فى كلمته بختام ""منحة الزعيم جمال عبد الناصر للقيادة الدولية – الدفعة الثالثة"":
",0
"ما على رأي المثل "" هتروح فين يا متناك ؟ نيك هنا زي نيك هناك ""
فالعم كارلو عارف اللي فيها",1
‏الله ينعل الحكومه و وزارة الصحه,1
"شاركت وزارة الشباب والرياضة للمرة الاولي في وفد المفاوضات المصري برئاسة وزارة الخارجية في اجتماعات الهيئات الفرعية لاتفاقية الامم المتحدة الاطارية للتغير المناخي المنعقدة خلال الفترة من (٦-١٦) يونيو، بمقر المنظمة بمدينة بون الالمانية، تحضيرا لقمة المناخ بشرم الشيخ نوفمبر القادم، حيث مثل وزارة الشباب مصطفي عز العرب، رئيس الاداء التنفيذي لوحدة السياسات بمكتب الوزير ومنسق ملف المناخ بالوزارة.
",0
فضيحة محمد رسول الله وعائشة بنت ابو بكر في الهند واتهام مودي رئيس وزراء الهند,1
شبكة عهر وفتنه على هالصبح,1
"طلبت من مريض عندي يقيس الضغط ٣ أيام ويسجله في ورقه؛ عمل الجدول ده؛ حاجه عظيمه جدا
",0
"حبيبي رجع حياتي رجع زوجي رجع حب حياتي رجع عشقي رجع عشيقي ومعشوقي رجع زوجتي رجع ملك الارض والسماء رجع الكون رجع النجوم رجع القلب رجع الكبد رجع عصايص روحي رجع
",0
نحن غرابا عك عك هاني أبوريدة عرص عرص #هاني_ابوريدة_رأسى_الأفعى_,1
‏‎زقنبوت عديمات التربيه والحياء,1
‏‎‎ياخي دز امها مسوي مسترجل عندي,1
"مدبولي يؤكد أهمية ترشيد الاستهلاك عبوراً لهذه الأزمة غير المسبوقة التي لا يستطيع أحد التنبؤ بانتهائها
",0
"شراميط اسكندرية... شراميط صلاح الدين... الشراميط مبتسترجلش
#منتصر_يشعل_تويتر",1
"•°

~
﴿✿ ذاكرَتي:
مدِينۃ فاضِلۃ
رغم سوادِ طرقاتهآ
[لا تموت]

مَازلت:
تبعثُ رسائل|✿
للأحِبۃ دونَ رد.!♩

#حديث_الشفاه
#الحرف_النابض",0
"#ارحل_يا_سيسي
طيب مش لما احنا نعيش كويس نبقى ندور على افرقيا
والله والله والله ان انت كذاب انت وكل حكومتك الرمه المعرضين انتو اخذتو فلوس من الإمارات والسعودية تكفي لقيام دولة من العدم فين يا بلحه الفلوس دي
#٨سنوات_ظلم_خراب_فساد #الجيش_مصنع_اللصوص #ارحل_ياسيسي",1
"""سلم للحكيم وإن لم تر َالحكمة ""
",0
"قمت اليوم بزيارة سفارة جمهورية الدومينيكان الصديقة، لتقديم واجب العزاء بوفاة السيد وزير البيئة والموارد الطبيعية أورلاندو جورج ميرا، والتوقيع في سجل التعازي المخصص لهذه المناسبة 🇩🇴🇲🇦
",0
"للأبد حُب الاخت ثابت ولا يُعلى عليه ❤️  ّ
",0
"#سفيان_بوفال غادي يكون حاضر انشاء الله في المونديال مع المنتخب #المغربي 
نتمناو يرجع فأحسن فورمة",0
"تنمو علي الرصع يابنت ابو قرع
😎😎😎",1
اقذف القطة بالطوبة,1
‏تعرفون سلمان الي طاح من فوق الوايت,0
‏‎الذنب مو ذنب المراهقات ذنب اهل العقل الديوثيين الي جابوهم,1
"‏كنت بستعجب أن عدد سكان الوطن العربي 430 مليون مش قادرين علي 9 مليون عرص إسرائيلي
ولما لقيت أن إحنا هنا في مصر 110 مليون مش قادرين علي عرص صهيوني واحد.... زال العجب",1
"♡~ الأخت حب ومتسع للروح ~♡
",0
انا الي دخلت حياتي شويه متناكين والله سواء بنات ولا ولاد اقسم بالله عالم معرصه,1
أخس و أجبن منه ما فيش,1
مثل قطيع الكلاب بس تصرخ عليهم بهربو😂😂😂,1
"وأن في حُب الذاتِ ، مّلذة .
",0
‏بستغرب من المعرسين وبقروا معانا ف الجامعه وبينجحوا انا اذا زول قالي مشتاق ليك بملحق 4 مواد..,0
"ان خرج العيب من عاهر المغرب ما هو عيب
عاهر المغرب خائن الأقصي",1
عذب الكلب,1
"عاملين قلق ليه انا فاكر وانا في 2 ثانوي مجبتش نتيجتي
",0
"وحدة الميكروبيولوجي تقدم لكم العديد من الخدمات الهامة أبرزها:
",0
"ماذا قيل في حُب الأخت ؟

وكأنها خُلقت لتكون ملاكاً لقلبي
ورضا لأوقاتي ، وأنها وريدي إن تأذى قلبي .💛🫂",0
‏شفتو المعني الحقيقي للأصرار والصمود يكون مافي زول معبرك وانت يومي بتفعل النت .,0
حسبنا الله ونعم الوكيل فيهم سلطة الخونة والجواسيس وعصابة الحرامية عباس,1
‏‎الله لا يشغلنا الا بطاعته الكيبوب المراهقات متى يعقلون ويبطلون صراخ فاهمين الدعم غلط,1
الحل الوحيد منين تشري الصاك غالي و تخافي عليه 👌😉😉,0
"بعد 27 عاما من الخدمة..
اليوم مايكروسوفت تحيل ""إنترنت إكسبلورر"" إلى التقاعد. #صهيلنا #تقنية",0
ما في مصريين خولات عادي وانت اولهم,1
‏مع انى كنت متوقعه النتجيه بس اللى حرق دمى فى المباراه شيكاره الزباله (شيكاباله) طول الوقت حسسنى انه من غانا يمكن عشان شبهم منك لله يا شيخ,1
‏• كم باقي عن الفدرالي؟,0
‏مشرف رحلة مدرسية مستني البنات اللي معاه ينزلوا من لعبة في الملاهي,0
"قالوا سَكَتَّ وَقَد خُوصِمتَ قُلتُ لَهُم
إِنَّ الجَوابَ لِبابِ الشَرِّ مِفتاحُ

وَالصَمتُ عَن جاهِلٍ أو أحمق شَرَفٌ
وَفيه أيضاً لِصونِ العِرضِ إِصلاحُ
أَما ترى الأُسدَ تُخشى وَهيَ صامِتَةٌ
وَالكَلب يُخشى لَعَمري وَهو نَبّاحُ

هكذا كان ردّ الإمام الشافعي على السفهاء.",0
"‏قبل لا تفتح مشروع لازم يكون عندك دراسة جدوى لذلك أنصحك تشوف هذي الملفات فيها دراسة جدوى لمشاريع كبيرة وصغيرة لتقييم مشروع قبل البدء والمخاطرة 👌🏻

أكثر من ١٥٠ دراسة جدوى في ملف واحد 
الرابط 👇",0
"خبر زوين قد يعطي أمل لمرضى السرطان🕯️، تم تجربة دواء جديد لسرطان القولون على 14مصابا ونجح ٪100
وسيتم تجربته على سرطان المعدة والكلي والبنكرياس و أورام أخرى لكي يتم تعميمه، اللهم اشف مرضانا🤲
ps غنقلب على المقال ونحطو  في تغريدة أخرى",0
"تم بيع الفخار في سلا على نطاق واسع في جميع أنحاء البلاد .  الاسم العام للأداة المستخدمة لطهي اليخنات ( الطواجن )  مشتق من النموذج المالح (طاجين السلاوي) "".  ولكن ماذا حدث لتجد نفسك بعد أكثر من 100 عام بقليل مع حوالي 90 خزّافًا في سلا؟""",0
‏يجب اصدار فتوى بتحريم التعامل مع الهندوس وكل السفهاء المتطرفين الذين يتلفظون بإهانة رسول الله,1
"ماقيل فـ حبّ الأب :
 "" يارواي وأن جار بـ ايامي ظما 
   و ياذرايّ ان هبّت رياح السنين """,0
"‏1/3
موعد اعلان قرار الفائدة هو الساعة 2:00 ظهرًا يعني بعد حوالي سبعة ساعات

لكن هناك شيء آخر و مهم جدًا سيقوم به البنك المركزي الاحتياطي اليوم ايضاً 👇",0
#ksa هو فى سعوديين رجاله ؟ولا كلكم خولات زى الملك وعيلته … ادينى بغلط ف كس ام الذات الملكيه,1
"يا سلمان من أحب فاطمة فهو في الجنة معي، يا سلمان حب فاطمة ينفع في مائة موطن أيسر تلك المواطن الموت والقبر والميزان والمحشر والصراط والمحاسبة فمن رضيت عنه ابنتي فاطمة رضيت عنه، ومن رضيت عنه رضي الله عنه... 
 #الهي_بحق_فاطمة",0
اى بنت بنت متناقه حبه تتناك تعمل رتويت كل بنات الخليج متناكين ومموحنين وشراميط,1
لازم حرب طاحنه لقتلهم وطردهم من بلادناا,1
‏‎الحمدلله اني تخرجت والا تخيلوا يكون بصفي والا بقاعتي عيال 🤮,1
"قال ""جون إيفلين"" أنه كان ""موضة الموسم""، وعلق عليه بأنه ""شخص وسيم، مميز بشكل كبير وذو مظهر حكيم، رقيق ومهذب للغاية"".في المسرح تصرف السفير ""بتواضع ووقار شديدين"". كانت صورته رائعة وهو يمتطي صهوة جواد في ""هايد بارك"" ..
سفير فقط، ما ادراك بالملوك و الامراء ؟",0
‏‎كل زق انا اكرهك,1
‏بيت في تونس على الطريقة التقليدية المميزة♥️ ,0
وشارع الهرم مش لينا ده ليكم انتم مليان سعوديين خولات زيك,1
‏‎كسمك يكلب وانا طول اليوم اكلمك وما استفدت شي اوك اوكك,1
دا الي عمري ما شميت ريحة فلسطين ولا القدس ولا والأقصى و لا شمت منها ذرة هوا من أرضها مش ممكن هفرط فيه و لو على رقبتي يا ولاد المتناكة. بقا انا اروح استأذن من واحد صهيوني ابن كلب عشان ازور بيت ربي، يا س*سي يا خوول، يا ابن سلمان يا متناك، يا ابن زيد يا حيوان,1
"صورة جميلة لأطول شاطئ طبيعي فالقارة الأفريقية و السابع عالميا.... الشاطئ الأبيض گلميم بالصحراء المغربية بالمملكة المغربية شاطئ طبيعي مسافتو 50.8 كيلومتر من الرمال الممتدة بدون تدخل يد البشر 

#الصحراء_المغربية",0
في الافارقة في جدة ومكة لايقلون سوء عنهم من نشل وسرقة ومخالفات عدة اكره السود كلهم,1
"تعلن وزارة الشباب والرياضة الإدارة المركزية للمشروعات وتدريب الشباب (الإدارة العامة للمشروعات) بالتعاون مع شركة مايكروسوف ومؤسسة كير مصر من خلال مبادرة توظيف مصر 
",0
"#ثريد| أعلى 10 شهادات SHRM في عام 2021 

1️⃣ مشارك محترف في الموارد البشرية (aPHR) تستهدف شهادة aPHR أولئك الذين يعملون في مجال الموارد البشرية. يمتحن الاختبار الذي تبلغ مدته ساعتان و 2 دقيقة المعرفة الأساسية، وبالتالي، لا يتطلب من المرشحين أن يكون لديهم أي خبرة مهنية.",0
- نفس الشيء ولكنكم تحبون عبدالحليم,0
"""وكان فضل الله عليك عظيما"" 
",0
"#المغرب_أولا
البطل الأولمبي سفيان البقالي 🇲🇦🔥 يتغلب على جيرما من جديد في مواجهة ثنائية رائعة مسجلا رقما قويا في سباق 3000 متر موانع بمقدار 7:58.28 دقائق ،،، الذي يعد أفضل رقم شخصي له و أفضل رقم عالمي و رقم جديد للملتقى 🇲🇦❤️🔥

ألف ألف مبرووووووووووووووووك يا بطل #المغرب",0
كنت باغي نخلي هاد الصفحة نقية و منهدرش على دوك الحمير ديال ديك الدولة ديال أرجل الدجاج. لكن شكون خلاك. دابا جبدو خلاهم و غادي نشدهم كونترا مفتوحة. دابا غادي يشوفوا الوجه الأخر المسخ.,1
"""تبقى الأخت هي النصف الجميل من كل شي، نصف الأم نصف الحب نصف الصديقة نصف السعادة""
قيلَ في حُب الأُخت؟

""وإنها وَريدي إن تأذى قلبي
وكأنها خُلقت لتكون ملاكاً لقلبي”",0
تعالى خاص لو انتى بنت بس للاسف عيل متناك,1
مش هتبطلو تعملو اكونتات بنات ي متناكين,1
أتفق جداً الموضوع بقا تسويق و تفاخر بعيدا عن أنه يكون استفادة و تطبيق و اكتساب علم أو مهارة,0
‏‎تفو على من جمعكم,1
‏‎واقفين بعز الحر كل ذا عشان الفلبن,1
عرض ال ٣ شنط بسعر شنطة واحدة فقط.. لفترة محدودة جدًا وبسعر #خيالي.. إلحق قبل نفاذ كمية العرض.,0
"ليلة الأوكازيون الإلهي
",1
اخدوهن يتغدو فيهن من قلة الجوع احتلال غاشم حقير,1
‏‎مو ناقصين رهف جديده,1
يسقط السمر,1
"""ربي أنت المُيسَر ، وأنت المسهل ، سهل أمري ، وحقق مطلبي ، وسخر لي ماهو خير لي "".
 #محمد_الزعيزعي",0
لعنة الله عليكوا دنيا وأخره 🤲🤲,1
"#محمد_الزعيزعي مافي يامي مكـسور الجناحـي 
مـافي يامـي مكـسور الجناحـي 
قدامك ياميي ، قدامك ياميي",0
مديري راجل عرص ابن متناكة,1
عشان حجات كتييييير جدا .واهمها الارض والنيل والمعتقلين والفقر اللي بيزيد والاجيال اللي بتقتلها قبل ما تتولد #ارحل_ياسيسي,1
"‏‎#النساء:
مارقات وقحات وسخات تافهات عاطلات مستهترات ومدمرات ،وتبحث بالنت على الحب الزفر او تنشرهُ وتاركة خلفهابيوتهن وتنظيف انفسهن وتربية اولادهن وانشاء جيل صالح يبني بيت ووطن واسس للتاريخ وللمسؤولية وتأديب وتعليم انفسهن خاليات من الضمائر والتربية وعدم الخوف من الله والمستقبل ...",1
صفحة مشبوهة الله يخزيكم,1
أقتربي حبيبتي، أنثري شعرك علىٰ صدري، غطيني بـِ أنوثتكِ أغمريني من فتنتكِ، أسقيني من شفتيكِ مايجعلنِي أهذي بكِ حباً وجنوناً,0
"ألقى الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، مساء اليوم، كلمة خلال الاحتفالية التي أقامتها وزارة الشباب والرياضة بمناسبة ختام ""منحة الزعيم جمال عبد الناصر للقيادة الدولية – الدفعة الثالثة""",0
"لانجيري سعودي مع بنات متناكين مع فحل بزبر كبير يفشخ كسهم وينيط من الخلف
شاهد من هنا",1
"‏”عندما أخبرتُه أنّ قلبيَ من طين سخِر منّي لأنّ قلبَهُ من حديد. قريبًا ستُمطِر .. سيُزهِرُ قلبي وسيصدأُ قلبُه“ 😌💚🌸

- شمس التبريزي",0
دراع الدولة القوي.. المكتب الشريف للفوسفاط.. غني عن التعريف.. متواجد عبر فروعها ocp africa في 45 دولة وهو المورد الاول لافريقيا من الفوسفاط والاسمدة بنسبة 69%.. فقط لاعطاء امتلة.. امضى مع كل من إثيوبيا ونيجيريا عقدين للشراكة لبناء معامل هناك قيمة كل عقد حوالي 3 مليار دولار..,0
هي السلطة هي الفاسدة,1
لعنة الله عليكم إلى زوال باذن الله,1
هههه😂😂😂😂دول شوية خولات مصريين زيهم زي باقي الشعب خولات يا ده السيساوية مدعوس على شرفهم جوا مسر وبرا مسر يا بتاع حارة اليهود,1
"م نيك القاهره 󾌴
جاري نيك الاسكندرية󾇗 مضل شي بمصر غير كم قحبة ورقاصه 󾌴󾮖",1
"{فَاغْفِرْ لَنَا وَارْحَمْنَا وَأَنتَ خَيْرُ الرَّاحِمِينَ}
",0
‏معاي في كل وقت و في كل مكان 🥰⚽ ‎,0
"ايام ما كان الواحد بينجح بصباع رجله الصغير
",0
"‏‎يعع اغلبهم بنات متوسط ايش هالقرفف اللي نشوفه ؟!
عمال ماك وكل هالقرف والتلوث البصري والسمعي!!",1
"أكذوبة الخالدون مائة أعظمهم محمد بين تزوير أنيس منصور وتدليس المسلمين
",1
ربنا يخليلي البنات اللي دخلت تبعتلي رسايل حب وتعليقات حب وبيدافعوا عني في الردود. انتوا جمال وباحبكوا بجد ومش متخيلين بتفرحوني قد ايه.,0
"الفريق الثاني للجزائر 2  _ إيران المونديالي 1
الجزائر الولادة هي مثل السفينة التي تتمايل بفعل الرياح و الأمواج ،  لكنها لا تغرق .",0
لانهم رئيسا دولة واحده والمثل يقول عندنا باليمن #الكلب_اخو_الكلب والنباح واحد,1
واش تستنا من المطبع الكلب,1
"بأعلان أن نبينا معصوم من الخطأ و عدم السماح لأنفسنا باستجوابه ، أنشأنا نحن المسلمين طغياناً ثابتاً ، حاول النبي محمد تشريع كل جانب من جوانب حياته ، من خلال الالتزام بقواعده لما هو مسموح به وما هو محظور ، فمنعنا  نحن المسلمين من حرية التفكير بأنفسنا 👇
",1
إسرائيل إلى زوال.,1
‏‎‎والله ياعليه صوت اخيس مما تتخيل واسوء مما يتصور الشخص,1
"‏لا تحسبنّ رقصي بينكم طربًا
فالطير يرقص مذبوحاً من شدة الألمِ",0
حاول ان لا تشتغل بعيوب الناس ففيك من العيوب ما يجعلك مصدوما مذهولا لو انتبهت لها.,0
‏‎من يوم تشوف خوال تغيروا وصارو مخا.. اعرف ان الدنيا افلحت,1
لعنت الله عليهم كلهم صهاينه,1
وحياة ربنا أنا متيمة بطريقة الكلام دي بالإحترام ده، بعيدا عن شادية وعماد حمدي بس بقرأها بصوت الناس بتوع الخمسينات,0
القمع والديكتاتورية ديال الداخلية في ابهى صورة ،فين دوك الصحافيين ديال الكيلو لي كطبلو عندنا حرية عندا ديمقراطية عندنا دستور ،لواه عندنا البعابع #جواز_التلقيح,1
اللهم اجعل كيدهم في نحورهم,1
"جنة العبيط , وصف الجنة في الإسلام وبيان سذاجة المصدقين والمؤمنين بهذه الجنة الخرافية
",1
تعالى بضهرك يا خول 😃,1
"‏""الخمر يقتل الكبد، الدخان يقتل الرئة، الحب يقتل القلب، أنت الذي تقرأ، ما الذي قتلك؟""",0
"رئيس الوزراء يشهد مراسم توقيع بروتوكول تعاون لتطوير ورفع كفاءة العنصر البشري بمجال النقل وإنشاء كلية خاصة بالنقل
",0
"فتاة احلام !!!
انت بت محمد نعيم ولا بت ابليس",1
"و انتهت تغطياتي لفعاليات #إكسبو2020 #دبي أكبر و أضخم معرض في العالم، كانت حقا تجربة مهنية ثرية و غنية تعلمت منها الكثير ستظل عالقة في ذهني،و أغنيت بها رصيدي المهني في هذه المهنة الشيقة و الشاقة 
 
ممتن لكل من منحني هذه الفرصة،خاصة زملائي في مركز الأخبار و مؤسسة دبي للإعلام",0
‏‎واذا قلت ناقصات عقل زعلوا,1
طيب ليش ياصحاب نخوه انتو مابدينو الي برش ميه نار وفلفل على رجال الأمن لعنة الله عليكم يا اصحاب الفتن,1
"‏فيلم Deep in the Forest  

 تشتعل حىرب في شوارع أمريكا وأخذ الناس يختبؤون في الملاجيء ويحاولون تنظيم شؤونهم بالشكل الديموقراطي بينما صعوبات المعيشة تزيد شيئاً فشيئاً وفي ظل تزايد الجريىمه ومحاولات السىرقه

للمزيد تابعنا على سنابنا 👻 اسفل تغريده ‎",0
مركب عدسات كمان قوم تقوم يقوم بيك واحد شفتك في البت مافي ع الحرام,1
‏‎صراحه انا لو القاه لحاله بغتصبه وانا مقتنع 😂😂😂,1
"لا عز مثل عز الأب ولا حب مثل حب الأب 
اللهم احفظ لي بابا حبيبي وسندي❤️❤️",0
"لأنّ العتَب عزيز، لا يُوَجّه إلا لعزيز، لمَن يُتَوَقّع منه الخير فيجفل، ويُستحسَن منه الفِعل فلا يفعل، ويُرتجَى منه العطاء فيبخل، فيُخَيِّب حُسن الظَنّ به، ويهوي من مكانٍ رفيع في العين، وأمام ذلك تصدَح النفس بأسَفٍ قائلة:
لا خاب ظنّي بالرفيق الموالي
مالي مشاريهٍ على نايد الناس!",0
ندري انك اقرب للبهائم من البشر بس الاطفال و اهلك مالهم دخل بمحنتك يا شرموط🤢,1
"لا يمكنك أن تعطي حياتك مزيداً من الأيام لكن بمقدورك أن تعطي أيامك 
مزيداً من الحياه.

 #مساء_الخير",0
والله لازم السلطه تلعن دينهم,1
‏اذا متابعينك شوية، خليها علينا وساعدنا  بي اللايك و الرتويت واكتب نقطة ورد المتابعات..,0
"بكل اصرار و طموح عالي حاول الوصول لهذهِ القمة ، نعم هو فنان العرب محمد عبده .
",0
"يا جمال ريان ، تركيا سلمت نقش سلوان التاريخي الى إسرائيل هل ستقول هذه المره ان اردوغان لا يفهم اللغه الكنعانية او العبريه ام ان لديك عذر اخر ؟
تكلم يا صهريج النفاق المهترئ",1
"من قلب اوروبا من السويد ..ابنتي ريماس ترسم علم اليمن على شمعة.
وفي هذا رمزية أن حب اليمن يعيش في قلوب جيل سينير مستقبل الوطن الواحد .. رقم تشرده وبعده عن وطنه رغما عنه",0
"والله الطالبية دي كلها كرم.. كل ما تعدي من علي ناصيه تلاقي حد يقولك
",0
وين جيش الكلاسين والبناشر جواسيس اسرائيل إلي عم يعمل افلام قرعه مع أسياده الصهاينة,1
"تخيلو في حيوان عرص وديوث اسمه السيسي عنده استعداد يعطش مصر كلها بس عشان يفضل علي الكرسي
الله يولع فيك يا ابن مليكة اليهودية #الشعب_يريد_اسقاط_النظام",1
اقتل تلك القطة,1
الراجل ده امه متناكة و ابوه متناك زي امه,1
وما دخلك في القضية الفلسطينية، وأنت دمك عبارة عن مزيج ملطخ من أبيك سمسار الأراضي الفلسطينية، ترحب بالتطبيع بمن تشاء و تحرمه عمن تشاء، فمن انت ؟؟,1
"هل عندك فكرة أن الحرم الشريف يقدم خدمة أونلاين لتعليم و تحفيظ القرآن الكريم ، في مقارئ جماعية أو فردية - للرجال أو النساء ..
",0
لعنة الله عليكوا دنيا وأخره 🤲🤲,1
ويلون للموسطاوطينون من شر قد قترب ولكم بنابلس بتعرفوا شو يعني نابلس يعني الي بقطعوا الايادي والامن فيها مستتب راحت عليكم يا مستوطنين,1
01116405979 /// 01147421868 دول ارقام خولات ومعرصين مصريين ومخانيس اللى عاوز ينيكهم يقولهم انا من طرف محمود اللى ناكو قبل كده ودى كلمة السر,1
"‏قوى الحرية والتغيير - المكتب التنفيذي   
        بيان مهم 

مواكب ٣٠ يونيو من أجل وحدة قوى الثورة وهزيمة الانقلاب

في اجتماعه الدوري المنعقد في ١٤ يونيو ٢٠٢٢ بدار حزب الامة  بأمدرمان ، وجه المكتب التنفيذي لقوى الحرية والتغيير لجان التنظيم والإعلام والميدان+‎",0
"هل الإسلام ترامادول الشعوب الإسلامية ؟كيف يكون الدين هو أفيون الشعوب ؟
",1
‏الرجال ما بيقروا الأفكار و ما بيعرفو انتِ بتفكري في شنو من غير ما تقولي,0
حماس حركة جاسوسة مقرنة تحت عطاء الدين,1
""" رسالة لطلاب الثانوية العامة و الكليات "" ..
",0
"رسول النكاح لماذا قضى محمد رسول الإسلام اغلب وقته في ممارسة الجنس مع عشرات النساء ؟ 
",1
يسعد دينكن. بالحجر ع راسه هالخنزير,1
"ابنتي نور الزهراء عمرها ٩ سنوات من غيرتها وحبها لسماحة #السيد_حسن_نصرالله وعندما شاهدته البارحة على هذه الحال كتبت له رساله لوحدها وعبرت فيها عن حبها للقائه وانها تريد التبرع بعيديتها له ليشتري فيها سلاح للمقاومة
هؤلاء هم اولادنا تعلموا حب حسين العصر من كربلاء المقاومة",0
اخونجيه أصحاب الفتن,1
ل هشتاغ دالخرا ،غرد بظهرك غرد بصباطك غرد بزوكاك #غرذ_بظهرك,1
نركز في البوست عشان هيساعدكم بشكل كبير ان شاء الله,0
‏‎الشرهه مب عليهم على الي جاب المحْانيث ذولا,1
ينعن ابوكم عبو تعليمكم عبو جامعاتكم يا نذايل يا رخاص يا جوسيس,1
"#مجلس_الوزراء: التباحث مع الجانب المصري في شأن مشروع مذكرة تفاهم بين معهد الإدارة العامة في المملكة ومجلس الدولة في جمهورية مصر العربية في المجال القانوني.
#واس",0
‏أعلي مراحل اللامبالاة والسلام النفسي أني اكتشف حاليا بالصدفة إنه بكرة الخميس,0
‏كسم الشواذ في اي مكان واي زمان,1
شعب يجمعه الكذب وتفرقه الحقيقة ، يقتاتون الكذب ويتقيأون النفاق,1
"خر الضحك ابن كوم شكاير المعرصين بيزعق للجمهور بعد الجون ..
مشوفتش أنا ميسي و رونالدو بيزعقوا لجماهير الأرجنتين و البرتغال .. و لا شوفت لاعب بيمن ع جماهير بلده و لا بيزعق فيهم علشان كانوا ضده ف موقف ما هو أصلا معرص فيه ..
بداية النهاية ان شاء الله يا خول نجريج ..
ده أنت لاعب ابن وسخة خنزير ..",1
